TY,EYE,GUSTS,MRD,MSLP,RAD,RAD1,RAD2,RAD3,RAD4,RADP,RRP,STORMNAME,VMAX,YYYYMMDDHH
TD,0.0,0.0,0.024406196152585557,0.6973198900738731,0.0,0.0,0.0,0.0,0.0,0.6994118497440946,0.15341037581625208,JUNE,0.020919596702216194,2014011900
TS,0.0,0.0,0.024493030030443445,0.6921030485745305,0.023793229172430777,0.03149103861057014,0.03499004290063349,0.03499004290063349,0.03149103861057014,0.7005006588706826,0.15395618876278738,JUNE,0.03149103861057014,2014011806
TS,0.0,0.0,0.024434996397872635,0.693255754945358,0.023736853643647703,0.03141642394012196,0.027925710168997298,0.027925710168997298,0.03141642394012196,0.7002371824876072,0.15359140592948514,JUNE,0.027925710168997298,2014011812
TS,0.0,0.0,0.024434996397872635,0.693255754945358,0.023736853643647703,0.03141642394012196,0.027925710168997298,0.027925710168997298,0.03141642394012196,0.7002371824876072,0.15359140592948514,JUNE,0.027925710168997298,2014011818
TS,0.0,0.0,0.02453934085987321,0.6934116602975602,0.023838216835305404,0.02453934085987321,0.028044960982712242,0.028044960982712242,0.02453934085987321,0.7018251485923739,0.14723604515923927,JUNE,0.03155058110555127,2014011800
TS,0.0,0.0,0.028013079699216358,0.6926233955631245,0.023811117744333907,0.014006539849608179,0.014006539849608179,0.014006539849608179,0.014006539849608179,0.7024279734578502,0.15407193834568997,JUNE,0.031514714661618405,2014011718
TS,0.0,0.0,0.02792865062738146,0.6954234006217983,0.0,0.0,0.0,0.0,0.0,0.7010091307472746,0.15360757845059803,JUNE,0.024437569298958777,2014011712
TS,0.0,0.0,0.024491628311483833,0.6921308905396684,0.023791867502584295,0.03148923640047921,0.03481941409991408,0.03481941409991408,0.03148923640047921,0.7004942949774502,0.1539473779578984,JUNE,0.0314049232279478,2014011806
TS,0.0,0.0,0.024434996397872635,0.693255754945358,0.023736853643647703,0.03141642394012196,0.027925710168997298,0.027925710168997298,0.03141642394012196,0.7002371824876072,0.15359140592948514,JUNE,0.027925710168997298,2014011815
TS,0.0,0.0,0.02500443411101627,0.6933061208125685,0.02383458858202965,0.02312912124001446,0.026165379578444836,0.026165379578444836,0.02312912124001446,0.7019058598345026,0.1481512917950958,JUNE,0.03154577900562748,2014011789
TS,0.0,0.0,0.02493793183366694,0.6925330234717828,0.020712082618367517,0.027413050524309944,0.030458945027011047,0.030458945027011047,0.027413050524309944,0.7005665043412174,0.15391104485002427,JUNE,0.03057763704972425,2014011793
TS,0.0,0.0,0.024452523535875865,0.6929076181366886,0.023753880006279413,0.0314389588318404,0.030059258065332016,0.030059258065332016,0.0314389588318404,0.7003167568089479,0.1537015765112197,JUNE,0.02900249962459507,2014011814
TS,0.0,0.0,0.024539211128029613,0.693411466459877,0.02383809081008591,0.02454789116191574,0.02804481271774813,0.02804481271774813,0.02454789116191574,0.7018231742684242,0.14724394680206382,JUNE,0.031546074290523585,2014011800
TS,0.0,0.0,0.024434996397872635,0.693255754945358,0.023736853643647703,0.03141642394012196,0.027925710168997298,0.027925710168997298,0.03141642394012196,0.7002371824876072,0.15359140592948514,JUNE,0.027925710168997298,2014011812
TS,0.0,0.0,0.02694405327721387,0.6944718375096558,0.006818782730544964,0.009024859496309507,0.01002762166256612,0.01002762166256612,0.009024859496309507,0.7008634103313551,0.15370748493908765,JUNE,0.026458987845549897,2014011738
TS,0.0,0.0,0.024476535646838878,0.6924306720614914,0.0237772060569292,0.0314698315459357,0.032982210393445066,0.032982210393445066,0.0314698315459357,0.7004257733199998,0.1538525097801301,JUNE,0.030477696994916176,2014011807
