TY,EYE,GUSTS,MRD,MSLP,RAD,RAD1,RAD2,RAD3,RAD4,RADP,RRP,STORMNAME,VMAX,YYYYMMDDHH
TD,0.0,0.0,0.024438266266215026,0.7010291237508539,0.0,0.0,0.0,0.0,0.0,0.703123832287958,0.11520896954072798,ALESSIA,0.017455904475867874,2013112518
TD,0.0,0.0,0.024452271853561244,0.701430884027871,0.0,0.0,0.0,0.0,0.0,0.7021295203665442,0.11876817757444032,ALESSIA,0.01746590846682946,2013112600
TD,0.0,0.0,0.024409418853853514,0.7002016151219693,0.0,0.0,0.0,0.0,0.0,0.7008990270892224,0.13250827377806193,ALESSIA,0.01743529918132394,2013112618
TD,0.0,0.0,0.021010814528126094,0.7003604842708698,0.0,0.0,0.0,0.0,0.0,0.7031619262079533,0.11906128232604786,ALESSIA,0.021010814528126094,2013112700
TD,0.0,0.0,0.024464257408718132,0.701075719455551,0.0,0.0,0.0,0.0,0.0,0.7024736770217636,0.1188263931280595,ALESSIA,0.017474469577655808,2013112800
TD,0.0,0.0,0.031413239430856936,0.700864275301786,0.0,0.0,0.0,0.0,0.0,0.7036565632511954,0.11169151797638023,ALESSIA,0.013961439747047529,2013112818
TD,0.0,0.0,0.03138805777476416,0.7009999569697328,0.0,0.0,0.0,0.0,0.0,0.7023949817597224,0.11857710714910905,ALESSIA,0.013950247899895182,2013112906
TD,0.0,0.0,0.027903380774901825,0.7010724419694083,0.0,0.0,0.0,0.0,0.0,0.7024676110081535,0.11858936829333275,ALESSIA,0.013951690387450913,2013112912
TD,0.0,0.0,0.017492952721712383,0.6997181088684954,0.0,0.0,0.0,0.0,0.0,0.7039164175217063,0.11895207850764421,ALESSIA,0.02099154326605486,2013112400
TD,0.0,0.0,0.01746703387334994,0.7014760803537337,0.0,0.0,0.0,0.0,0.0,0.7028734430636017,0.11528242356410962,ALESSIA,0.01746703387334994,2013112406
TD,0.0,0.0,0.017473965885459398,0.7017544699600494,0.0,0.0,0.0,0.0,0.0,0.7031523872308861,0.11183338166694015,ALESSIA,0.017473965885459398,2013112418
TD,0.0,0.0,0.017473965885459398,0.7017544699600494,0.0,0.0,0.0,0.0,0.0,0.7031523872308861,0.11183338166694015,ALESSIA,0.017473965885459398,2013112500
TD,0.0,0.0,0.021031518737607138,0.7010506245869046,0.0,0.0,0.0,0.0,0.0,0.7024527258360784,0.11917860617977379,ALESSIA,0.021031518737607138,2013112712
TD,0.0,0.0,0.020991625487126783,0.7025197329691762,0.0,0.0,0.0,0.0,0.0,0.7011202912700345,0.11895254442705176,ALESSIA,0.017493021239272318,2013112718
TD,0.0,0.0,0.0214910502900008,0.7004727998381056,0.0,0.0,0.0,0.0,0.0,0.7034601626564068,0.11679734283407456,ALESSIA,0.01895623863094856,2013112467
TD,0.0,0.0,0.022622637232891436,0.7010622563810682,0.0,0.0,0.0,0.0,0.0,0.7024624369799305,0.11901535090328583,ALESSIA,0.01938278073297415,2013112752
TD,0.0,0.0,0.02208968349245083,0.7006960459146869,0.0,0.0,0.0,0.0,0.0,0.702838275348577,0.11896939636324125,ALESSIA,0.01989951522398726,2013112668
TD,0.0,0.0,0.02214139777688317,0.7012683473283379,0.0,0.0,0.0,0.0,0.0,0.7031332498812611,0.1140956801941486,ALESSIA,0.017461861238255424,2013112512
TD,0.0,0.0,0.021819536350415447,0.7008525623622129,0.0,0.0,0.0,0.0,0.0,0.7020902692993585,0.12228823419684011,ALESSIA,0.020192570203798523,2013112690
TD,0.0,0.0,0.0174797830725117,0.7011305696315394,0.0,0.0,0.0,0.0,0.0,0.7033864708378709,0.11401440806540108,ALESSIA,0.018551681273174796,2013112469
TD,0.0,0.0,0.021024246584734025,0.7013184288047712,0.0,0.0,0.0,0.0,0.0,0.7022098359301164,0.11913739731349281,ALESSIA,0.020386484942687598,2013112713
TD,0.0,0.0,0.019815968525818867,0.7016458706651763,0.0,0.0,0.0,0.0,0.0,0.7028091009221494,0.11416078181247107,ALESSIA,0.017471261719750407,2013112533
